id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url,Total Work Hours,Days Open,Average Daily Hours,Total Social Media,Has Social Media,Popularity
411,Ramen Shifu - Atocha,"Paseo del Prado, 42, Madrid, Spain, 28014",40.410272,-3.692886,13.0,3.5,"['Japanese', 'Asian']",10,2,+34-910233630,1,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 20:00 - 23:30', 'Wednesday': '13:00 - 16:00, 20:00 - 23:30', 'Thursday': '13:00 - 16:00, 20:00 - 23:30', 'Friday': '13:00 - 16:00, 20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 23:30'}",https://www.happycow.net/reviews/ramen-shifu-madrid-285585,40.0,6.0,5.71,3,1,0.320341462511342
412,Chia Restaurante,"Calle de Arapiles, 5, Madrid, Spain, 28015",40.433269,-3.70514,8.0,4.0,"['European', 'Spanish']",8,1,+34-680749774,1,0,1,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 23:00', 'Saturday': '11:30 - 23:00', 'Sunday': '11:30 - 16:00'}",https://www.happycow.net/reviews/chia-restaurante-madrid-229681,88.5,7.0,12.64,2,1,0.2688972834842509
413,ARYA ,"C. de Luchana, 37, Madrid, Spain, 28010",40.432346,-3.698328,1.0,4.0,[],0,0,+34-687681295,1,1,0,"{'Monday': '09:00 - 22:00', 'Tuesday': '09:00 - 22:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 22:00'}",https://www.happycow.net/reviews/arya-madrid-408234,95.0,7.0,13.57,2,1,0.2275177304964539
414,Soda,"C. de Rodríguez San Pedro, 44 (at Guzman el Bueno), Madrid, Spain, 28015",40.431857,-3.712821,1.0,4.0,"['International', 'Spanish']",1,2,+34-910172591,1,1,1,"{'Monday': 'Closed', 'Tuesday': '19:30 - 00:00', 'Wednesday': '19:30 - 00:00', 'Thursday': '19:30 - 00:00', 'Friday': '19:30 - 00:00', 'Saturday': '19:30 - 00:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/soda-madrid-373977,22.5,5.0,3.21,3,1,0.3277788271021981
415,Levadura Madre - Andrés Mellado,"C. de Andrés Mellado, 8, Chamberí, Madrid, Spain, 28015",40.431163,-3.714444,2.0,4.0,"['Western', 'European']",1,0,+34-910828920,1,1,1,"{'Monday': '08:30 - 21:00', 'Tuesday': '08:30 - 21:00', 'Wednesday': '08:30 - 21:00', 'Thursday': '08:30 - 21:00', 'Friday': '08:30 - 21:00', 'Saturday': '08:30 - 21:00', 'Sunday': '08:30 - 21:00'}",https://www.happycow.net/reviews/levadura-madre-madrid-380171,87.5,7.0,12.5,3,1,0.26196322426531865
416,Le Croustillant,"Calle del Dr. Fourquet, 32, Madrid, Spain, 28012",40.407084,-3.699709,0.0,0.0,"['American', 'International', 'Mediterranean', 'European', 'French', 'Spanish']",1,1,+34-914271852,1,1,0,"{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '20:00 - 23:00', 'Thursday': '20:00 - 23:00', 'Friday': '20:00 - 23:00', 'Saturday': '20:00 - 23:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/le-croustillant-madrid-364981,36.0,7.0,5.14,2,1,0.10026109660574412
417,Krümcoffee,"C. de Vallehermoso, 33, Madrid, Spain, 28015",40.433126,-3.708978,1.0,4.0,['European'],1,0,+34-914450944,1,1,0,"{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/kruemcoffee-madrid-415241,84.0,7.0,12.0,2,1,0.22777882710219804
418,Hola Coffee - Fourquet,"Calle del Dr Fourquet, 33, Madrid, Spain, 28012",40.407021,-3.699083,1.0,5.0,['Spanish'],1,0,+34-910568263,1,1,0,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/hola-coffee-madrid-408702,82.0,7.0,11.71,2,1,0.267778827102198
419,Can Pizza Chamberí,"43 Calle de Santa Engracia, Madrid, Spain, 28010",40.432597,-3.698006,3.0,3.5,['Italian'],0,2,+34-914536930,1,1,1,"{'Monday': '13:00 - 16:00, 20:00 - 00:00', 'Tuesday': '13:00 - 16:00, 20:00 - 00:00', 'Wednesday': '13:00 - 16:00, 20:00 - 00:00', 'Thursday': '13:00 - 16:00, 20:00 - 00:00', 'Friday': '13:00 - 16:00, 20:00 - 01:00', 'Saturday': '13:00 - 16:00, 20:00 - 01:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/can-pizza-chamberi-madrid-368842,51.0,7.0,7.29,3,1,0.30921985815602837
420,Toma Café Olavide ,"C. de Sta. Feliciana, 5, Madrid, Spain, 28010",40.433182,-3.700077,1.0,4.0,['Spanish'],0,0,+34-910559802,1,1,1,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'}",https://www.happycow.net/reviews/toma-cafe-madrid-423771,84.0,7.0,12.0,3,1,0.2608510638297873
421,Wrapipans Bar,"Calle de Atocha, 116, Madrid, Spain, 28012",40.40934,-3.693189,8.0,3.5,['Fusion'],11,2,+34-910417133,1,0,1,"{'Monday': '10:00 - 03:00', 'Tuesday': '10:00 - 03:00', 'Wednesday': '10:00 - 03:00', 'Thursday': '10:00 - 03:00', 'Friday': '10:00 - 03:00', 'Saturday': '10:00 - 03:00', 'Sunday': '10:00 - 03:00'}",https://www.happycow.net/reviews/wrapipans-bar-madrid-261346,119.0,7.0,17.0,2,1,0.28301390663481657
422,Loukanikos,"Calle Meson de Paredes 81,Madrid,Spain",40.406195,-3.701444,17.0,4.5,"['Western', 'Spanish']",38,1,+34-647263902,0,0,1,"{'Monday': '19:00 - 02:00', 'Tuesday': '19:00 - 02:00', 'Wednesday': '19:00 - 02:00', 'Thursday': '19:00 - 02:00', 'Friday': '19:00 - 02:30', 'Saturday': '13:30 - 02:30', 'Sunday': '13:30 - 01:00'}",https://www.happycow.net/reviews/loukanikos-madrid-48420,60.0,7.0,8.57,1,1,0.2710564227913264
423,HUNDRED,"C. de Eloy Gonzalo, 12, Madrid, Spain, 28010",40.433866,-3.702522,1.0,4.0,['American'],2,2,+34-919992718,1,1,0,"{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/hundred-madrid-401251,70.0,7.0,10.0,2,1,0.29470659037460883
424,Arrocería El Trato Gastrobar,"15 Calle de Fernando el Católico, Madrid, Spain, 28015",40.433846,-3.708045,0.0,0.0,['Spanish'],0,2,+34-667954164,1,1,0,"{'Monday': '12:30 - 17:00', 'Tuesday': '12:30 - 23:00', 'Wednesday': '12:30 - 23:00', 'Thursday': '12:30 - 23:00', 'Friday': '12:30 - 23:00', 'Saturday': '12:30 - 17:00, 19:30 - 23:00', 'Sunday': '12:30 - 17:00'}",https://www.happycow.net/reviews/arroceria-el-trato-gastrobar-madrid-385151,59.0,7.0,8.43,2,1,0.13333333333333333
425,El Torito,"64 Calle de Rodríguez San Pedro, Madrid, Spain, 28015",40.431941,-3.715004,0.0,0.0,"['Mediterranean', 'European', 'Spanish']",1,1,+34-915434609,1,0,0,"{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '09:00 - 17:00', 'Thursday': '09:00 - 17:00', 'Friday': '09:00 - 17:00', 'Saturday': '09:00 - 16:00', 'Sunday': '09:00 - 16:00'}",https://www.happycow.net/reviews/el-torito-madrid-399569,54.0,7.0,7.71,1,1,0.06692776327241079
426,La Casa Encendida,"Ronda de Valencia, 2, Madrid, Spain, 28012",40.406062,-3.699967,3.0,3.5,"['European', 'Spanish']",13,1,+34-915062180,1,0,1,"{'Monday': 'Closed', 'Tuesday': '10:00 - 19:30', 'Wednesday': '10:00 - 19:30', 'Thursday': '10:00 - 19:30', 'Friday': '10:00 - 19:30', 'Saturday': '10:00 - 19:30', 'Sunday': '10:00 - 19:30'}",https://www.happycow.net/reviews/la-casa-encendida-madrid-171139,57.0,6.0,8.14,2,1,0.24594744736403534
427,Kint,"Calle de Vallehermoso, 36, Madrid, Spain, 28015",40.434076,-3.708527,0.0,0.0,"['International', 'European']",0,1,+34-917556422,0,0,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 20:30 - 23:00', 'Wednesday': '13:00 - 16:00, 20:30 - 23:00', 'Thursday': '13:00 - 16:00, 20:30 - 23:00', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 17:00'}",https://www.happycow.net/reviews/kint-madrid-155804,32.5,6.0,4.64,1,1,0.06666666666666667
428,Scarlett,"Plaza del Emperador Carlos V, 10, Madrid, Spain, 28012",40.408912,-3.692623,40.0,4.0,"['Western', 'Spanish']",59,2,+34-915287813,1,0,0,"{'Monday': '08:30 - 20:30', 'Tuesday': '08:30 - 20:30', 'Wednesday': '08:30 - 20:30', 'Thursday': '08:30 - 20:30', 'Friday': '08:30 - 20:30', 'Saturday': '08:30 - 20:30', 'Sunday': '08:30 - 20:30'}",https://www.happycow.net/reviews/scarlett-madrid-220158,84.0,7.0,12.0,1,1,0.30944725293039277
429,Buga Ramen Madrid,"Ronda de Valencia 6, Madrid, Spain, 28012",40.405818,-3.700452,0.0,0.0,"['Japanese', 'Asian', 'Korean']",0,2,+34-919488306,1,1,0,"{'Monday': 'Closed', 'Tuesday': '12:00 - 16:00, 19:30 - 23:30', 'Wednesday': '12:00 - 16:00, 19:30 - 23:30', 'Thursday': '12:00 - 16:00, 19:30 - 23:30', 'Friday': '12:00 - 16:00, 19:30 - 00:00', 'Saturday': '12:00 - 16:00, 19:30 - 00:00', 'Sunday': '12:00 - 16:00, 19:30 - 23:30'}",https://www.happycow.net/reviews/buga-ramen-madrid-418293,49.0,6.0,7.0,2,1,0.13333333333333333
430,El Ratón de Getaria,"Ronda de Segovia, 16, Madrid, Spain, 28005",40.408558,-3.716881,1.0,3.0,['Spanish'],14,1,+34-649520667,0,0,1,"{'Monday': 'Closed', 'Tuesday': '19:00 - 00:00', 'Wednesday': '19:00 - 00:00', 'Thursday': '19:00 - 00:00', 'Friday': '13:00 - 01:00', 'Saturday': '13:00 - 01:00', 'Sunday': '13:00 - 18:30'}",https://www.happycow.net/reviews/el-raton-de-getaria-madrid-161206,44.5,6.0,6.36,1,1,0.19117308297687166
431,Le Pain Quotidien - Serrano,"C/ Serrano 27, Madrid, Spain, 28001",40.426845,-3.68776,9.0,3.5,"['Mediterranean', 'European']",13,2,+34-914354358,1,0,1,"{'Monday': '08:00 - 22:00', 'Tuesday': '08:00 - 22:00', 'Wednesday': '08:00 - 22:00', 'Thursday': '08:00 - 22:00', 'Friday': '08:00 - 00:00', 'Saturday': '08:00 - 00:00', 'Sunday': '09:00 - 22:00'}",https://www.happycow.net/reviews/le-pain-quotidien-madrid-52439,101.0,7.0,14.43,2,1,0.28438716367609207
432,Roti - Indian Vegetarian Kitchen,"Paseo De Los Melancólicos, 7, Madrid, Spain, 28005",40.409489,-3.718675,2.0,4.0,[],5,0,No phone number,1,0,0,"{'Monday': '13:00 - 22:30', 'Tuesday': '13:00 - 22:30', 'Wednesday': '13:00 - 22:30', 'Thursday': '13:00 - 22:30', 'Friday': '13:00 - 22:30', 'Saturday': '13:00 - 22:30', 'Sunday': '13:00 - 22:30'}",https://www.happycow.net/reviews/roti-indian-vegetarian-kitchen-madrid-321933,66.5,7.0,9.5,1,1,0.19634094402162847
433,Osom - Chamberi,"C del Castillo, 22, Chamberi, Madrid, Spain, 28010",40.434215,-3.699154,2.0,3.5,"['American', 'Western', 'Mediterranean', 'Fusion', 'Middle Eastern', 'Spanish']",0,2,No phone number,1,1,0,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '08:00 - 20:00', 'Sunday': '08:00 - 20:00'}",https://www.happycow.net/reviews/osom-madrid-422157,84.0,7.0,12.0,2,1,0.2750354609929078
434,Grosso Napoletano,"Calle de Sta Engracia, 48, Chamberí, Madrid, Spain, 28010",40.433995,-3.697945,1.0,4.0,['Italian'],3,2,+34-910053683,1,1,1,"{'Monday': '13:00 - 23:00', 'Tuesday': '13:00 - 23:00', 'Wednesday': '13:00 - 23:00', 'Thursday': '13:00 - 23:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 23:30'}",https://www.happycow.net/reviews/grosso-napoletano-madrid-400670,72.5,7.0,10.36,3,1,0.3283010203136863
435,Nopa Bagels,"C. de Meléndez Valdés, 51, Madrid, Spain, 28015",40.432833,-3.715012,1.0,5.0,['American'],1,0,+34-661889819,1,1,0,"{'Monday': '09:00 - 18:00', 'Tuesday': '09:00 - 18:00', 'Wednesday': '09:00 - 18:00', 'Thursday': '10:00 - 16:00', 'Friday': '09:00 - 16:00', 'Saturday': '10:00 - 16:00', 'Sunday': '10:00 - 16:00'}",https://www.happycow.net/reviews/nopa-bagels-madrid-408642,52.0,7.0,7.43,2,1,0.267778827102198
436,Cafe Green Bakery,"Menendez Valdes 49,Madrid,Spain",40.432972,-3.714746,14.0,3.5,"['European', 'Fusion', 'Spanish']",15,2,+34-915230334,1,0,1,"{'Monday': '07:30 - 21:00', 'Tuesday': '07:30 - 21:00', 'Wednesday': '07:30 - 21:00', 'Thursday': '07:30 - 21:00', 'Friday': '07:30 - 21:00', 'Saturday': '09:00 - 20:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/cafe-green-bakery-madrid-90809,78.5,6.0,11.21,2,1,0.28916467603651647
437,Poke House,"Calle de Meléndez Valdés 52, Madrid, Spain, 28015",40.433149,-3.714938,4.0,4.0,['Fusion'],6,2,+34-910858914,1,0,0,"{'Monday': '12:30 - 16:30, 19:30 - 22:00', 'Tuesday': '12:30 - 16:30, 19:30 - 22:00', 'Wednesday': '12:30 - 16:30, 19:30 - 22:00', 'Thursday': '12:30 - 16:30, 19:30 - 22:00', 'Friday': '12:30 - 16:30, 19:30 - 22:00', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/poke-house-madrid-110554,32.5,5.0,4.64,1,1,0.2649708349536137
438,Raku Sushi,"11 Calle del Gasómetro, Madrid, Spain, 28005",40.4048,-3.708088,2.0,2.5,['Japanese'],2,2,+34-915062205,0,0,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 16:30, 20:30 - 23:00', 'Wednesday': '13:00 - 16:30, 20:30 - 23:00', 'Thursday': '13:00 - 16:30, 20:30 - 23:00', 'Friday': '13:00 - 16:30, 20:30 - 23:00', 'Saturday': '13:00 - 16:30, 20:30 - 23:00', 'Sunday': '13:00 - 16:30, 20:30 - 23:00'}",https://www.happycow.net/reviews/raku-sushi-madrid-307343,36.0,6.0,5.14,1,1,0.20222432087106273
439,Coque,"C. del Marqués del Riscal, 11, Madrid, Spain, 28010",40.430713,-3.690526,1.0,4.0,"['Mediterranean', 'Fusion', 'Spanish']",4,3,+34-916040202,1,0,0,"{'Monday': '18:30 - 00:00', 'Tuesday': '18:30 - 00:00', 'Wednesday': '18:30 - 00:00', 'Thursday': '18:30 - 00:00', 'Friday': '13:00 - 17:30, 19:00 - 01:00', 'Saturday': '13:00 - 17:30, 19:00 - 01:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/coque-madrid-405553,43.0,6.0,6.14,1,1,0.29522878358609705
440,SUMER,"Calle de Bravo Murillo 17, Madrid, Spain, 28015",40.435352,-3.704625,2.0,4.0,"['Italian', 'Mediterranean', 'Middle Eastern']",3,2,+34-918214641,0,1,1,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/sumer-madrid-267925,84.0,7.0,12.0,2,1,0.2958187508101402
441,La Rinconada Confiteria Pasteleria,"Glorieta Embajadores, 6, Madrid, Spain, 28012",40.404414,-3.702664,2.0,2.0,[],2,0,+34-915170047,0,0,1,"{'Monday': '07:30 - 22:00', 'Tuesday': '07:30 - 22:00', 'Wednesday': '07:30 - 22:00', 'Thursday': '07:30 - 22:00', 'Friday': '07:30 - 22:00', 'Saturday': '07:30 - 22:00', 'Sunday': '07:30 - 22:00'}",https://www.happycow.net/reviews/la-rinconada-confiteria-pasteleria-madrid-284697,101.5,7.0,14.5,1,1,0.11555765420439607
442,Dulxioso,"50 Calle de Fernando el Católico, Madrid, Spain, 28015",40.434337,-3.712752,2.0,3.5,[],0,0,+34-641834001,1,1,0,"{'Monday': 'Closed', 'Tuesday': '09:00 - 19:30', 'Wednesday': '09:00 - 19:30', 'Thursday': '09:00 - 19:30', 'Friday': '09:00 - 19:30', 'Saturday': '10:00 - 19:30', 'Sunday': '10:00 - 19:30'}",https://www.happycow.net/reviews/dulxioso-madrid-385147,61.0,6.0,8.71,2,1,0.20836879432624117
443,BumpGreen - Maybe closed,"Calle Velazquez 11, Madrid, Spain, 28001",40.422156,-3.68455,24.0,3.0,"['International', 'Fusion']",32,2,+34-911962018,1,0,1,"{'Monday': '09:00 - 00:00', 'Tuesday': '09:00 - 00:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/bumpgreen-madrid-85853,97.0,7.0,13.86,2,1,0.282113956632039
444,Marques Free From,"C/ Vallehermoso 46, Madrid, Spain, 28015",40.435392,-3.708351,10.0,5.0,[],24,0,+34-910181960,1,0,1,"{'Monday': '10:00 - 14:30, 15:30 - 19:00', 'Tuesday': '10:00 - 14:30, 15:30 - 19:00', 'Wednesday': '10:00 - 14:30, 15:30 - 19:00', 'Thursday': '10:00 - 14:30, 15:30 - 19:00', 'Friday': '10:00 - 14:30, 15:30 - 19:00', 'Saturday': '10:00 - 13:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/marques-free-from-madrid-84615,43.0,6.0,6.14,2,1,0.28144362350239804
445,The Toast Tavern,"Calle de Guzmán el Bueno, 34, Madrid, Spain, 28015",40.434388,-3.71301,0.0,0.0,"['Western', 'Fusion', 'Spanish']",2,1,+34-917647283,1,0,0,"{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '09:00 - 17:00', 'Thursday': '09:00 - 17:00', 'Friday': '09:00 - 17:00', 'Saturday': '10:00 - 18:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/the-toast-tavern-madrid-113444,48.0,6.0,6.86,1,1,0.06718885987815491
446,Honest Greens - Serrano,"Calle de Serrano, 41, Madrid, Spain, 28001",40.428528,-3.687576,31.0,4.0,"['International', 'European']",41,2,+34-931227664,1,1,1,"{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 23:00', 'Saturday': '09:30 - 23:00', 'Sunday': '09:30 - 23:00'}",https://www.happycow.net/reviews/honest-greens-madrid-160592,99.5,7.0,14.21,3,1,0.3637546062255801
447,Ramen Kagura Atocha,"Calle de José Antonio de Armona, 12, Madrid, Spain, 28012",40.405221,-3.697371,9.0,3.5,"['Japanese', 'Asian']",25,2,+34-915278058,1,0,1,"{'Monday': '13:00 - 16:00, 20:30 - 23:30', 'Tuesday': '13:00 - 16:00, 20:30 - 23:30', 'Wednesday': '13:00 - 16:00, 20:30 - 23:30', 'Thursday': '13:00 - 16:00, 20:30 - 23:30', 'Friday': '13:00 - 16:00, 20:30 - 23:30', 'Saturday': '13:00 - 16:00, 20:30 - 23:30', 'Sunday': '13:00 - 16:00, 20:30 - 23:30'}",https://www.happycow.net/reviews/ramen-kagura-atocha-madrid-257069,42.0,7.0,6.0,2,1,0.28752032294502156
448,Restaurante Habesha,"P.º de Sta. María de la Cabeza, 16, Madrid, Spain, 28045",40.406073,-3.694934,9.0,4.0,['African'],21,2,+34-632560112,1,0,1,"{'Monday': '13:00 - 00:00', 'Tuesday': 'Closed', 'Wednesday': '13:00 - 00:00', 'Thursday': '13:00 - 00:00', 'Friday': '13:00 - 00:00', 'Saturday': '13:00 - 00:00', 'Sunday': '13:00 - 00:00'}",https://www.happycow.net/reviews/restaurante-habesha-madrid-295341,66.0,6.0,9.43,2,1,0.3064759365220451
449,Los Andenes Vegan,"Calle Fernandez de los Rios 43, Madrid, Spain, 28015",40.435103,-3.710552,143.0,4.5,['Spanish'],341,2,+34-910720725,1,0,1,"{'Monday': '13:30 - 16:00', 'Tuesday': '13:30 - 16:00', 'Wednesday': '13:30 - 16:00, 20:30 - 23:00', 'Thursday': '13:30 - 16:00, 20:30 - 23:00', 'Friday': '13:30 - 16:00, 20:30 - 23:00', 'Saturday': '13:30 - 16:00, 20:30 - 23:00', 'Sunday': '13:30 - 16:00'}",https://www.happycow.net/reviews/los-andenes-vegan-madrid-123202,27.5,7.0,3.93,2,1,0.5240694035516545
450,Formula Nietos,"C de Embajadores, 74, Madrid, Spain, 28012",40.40422,-3.702246,3.0,4.5,['Spanish'],24,2,+34-915170228,1,0,1,"{'Monday': 'Closed', 'Tuesday': '06:00 - 22:00', 'Wednesday': '06:00 - 22:00', 'Thursday': '06:00 - 22:00', 'Friday': '06:00 - 22:00', 'Saturday': '06:00 - 22:00', 'Sunday': '06:00 - 22:00'}",https://www.happycow.net/reviews/formula-nietos-madrid-277325,96.0,6.0,13.71,2,1,0.32215284336055405
451,Soma Café,"C de Aniceto Marinas, 52, Madrid, Spain, 28008",40.423995,-3.724968,1.0,5.0,"['Western', 'Spanish']",0,0,+34-641262751,1,1,0,"{'Monday': '08:30 - 15:00', 'Tuesday': '08:30 - 15:00', 'Wednesday': '08:30 - 15:30, 19:00 - 00:00', 'Thursday': '08:30 - 15:30, 19:00 - 01:00', 'Friday': '08:30 - 15:30, 19:00 - 01:00', 'Saturday': '08:30 - 15:30, 19:00 - 01:00', 'Sunday': '08:30 - 15:30, 19:00 - 00:00'}",https://www.happycow.net/reviews/soma-cafe-madrid-421190,76.0,7.0,10.86,2,1,0.2675177304964539
452,Dolce & Vegana,"Calle de la Pizarra, 5, Madrid, Spain, 28005",40.409656,-3.721005,35.0,5.0,"['International', 'Spanish']",137,1,+34-661547878,0,1,0,"{'Monday': 'Closed', 'Tuesday': '10:00 - 14:00, 16:30 - 20:00', 'Wednesday': '10:00 - 14:00, 16:30 - 20:00', 'Thursday': '10:00 - 14:00, 16:30 - 20:00', 'Friday': '10:00 - 14:00, 16:30 - 20:00', 'Saturday': '10:00 - 14:00, 16:30 - 20:00', 'Sunday': '11:00 - 18:00'}",https://www.happycow.net/reviews/dolce-and-vegana-madrid-119714,44.5,6.0,6.36,1,1,0.332224135696165
453,Los Andenes Vegan - Puerta de Toledo,"C. de Toledo, 134A, Madrid, Spain, 28005",40.404923,-3.71279,37.0,5.0,['Spanish'],115,2,+34-919475532,1,1,1,"{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '09:00 - 00:00', 'Thursday': '09:00 - 00:00', 'Friday': '09:00 - 01:00', 'Saturday': '09:00 - 01:00', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/los-andenes-vegan-puerta-de-toledo-madrid-315868,86.0,7.0,12.29,3,1,0.4281821380293688
454,Santa Kafeina,"Calle de Viriato, 37, Madrid, Spain, 28010",40.435942,-3.700188,1.0,5.0,['Western'],1,0,+34-911448345,0,1,1,"{'Monday': '08:00 - 17:00', 'Tuesday': '08:00 - 17:00', 'Wednesday': '08:00 - 17:00', 'Thursday': '08:00 - 17:00', 'Friday': '08:00 - 17:00', 'Saturday': '09:30 - 13:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/santa-kafeina-madrid-406571,48.5,6.0,6.93,2,1,0.267778827102198
455,The Little Big Cafe,"Fernández de Los Rios, 61, Madrid, Spain, 28016",40.43524,-3.71275,6.0,3.5,"['American', 'Western']",6,1,+34-915497799,1,0,1,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '10:00 - 19:00', 'Sunday': '10:00 - 19:00'}",https://www.happycow.net/reviews/the-little-big-cafe-madrid-49196,73.0,7.0,10.43,2,1,0.24667296261318816
456,Solo Café,"Cl. de Ayala, 28B (at Mercado de la Paz), Madrid, Spain, 28001",40.427719,-3.685652,1.0,4.0,[],0,0,+34-645687697,1,1,0,"{'Monday': '08:00 - 19:00', 'Tuesday': '08:00 - 19:00', 'Wednesday': '08:00 - 19:00', 'Thursday': '08:00 - 19:00', 'Friday': '08:00 - 19:00', 'Saturday': '09:00 - 19:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/solo-cafe-madrid-412400,73.0,7.0,10.43,2,1,0.2275177304964539
457,Pui's Thai Tapas,"Calle de José Antonio de Armona, 7, Madrid, Spain, 28012",40.404526,-3.696628,3.0,3.0,"['Thai', 'Asian']",2,2,+34-914682477,1,1,1,"{'Monday': '13:00 - 17:00, 20:00 - 00:00', 'Tuesday': '13:00 - 17:00, 20:00 - 00:00', 'Wednesday': '13:00 - 17:00, 20:00 - 00:00', 'Thursday': '13:00 - 17:00, 20:00 - 00:00', 'Friday': '13:00 - 17:00, 20:00 - 00:00', 'Saturday': '13:00 - 17:00, 20:00 - 00:00', 'Sunday': '13:00 - 17:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/puis-thai-tapas-madrid-367473,56.0,7.0,8.0,3,1,0.28974205136751663
458,Coffee Space,"C. de Tortosa, 6, Madrid, Spain, 28045",40.406064,-3.69267,3.0,4.0,['Spanish'],0,0,+34-617884521,0,1,0,"{'Monday': '08:30 - 19:30', 'Tuesday': '08:30 - 19:30', 'Wednesday': '08:30 - 19:30', 'Thursday': '08:30 - 19:30', 'Friday': '08:30 - 19:30', 'Saturday': '08:30 - 19:30', 'Sunday': '08:30 - 19:30'}",https://www.happycow.net/reviews/coffee-space-madrid-409058,77.0,7.0,11.0,1,1,0.19588652482269506
